datetime,low,high,open,close,volumefrom,volumeto
2020-02-02,0.235,0.2612,0.2409,0.251,47787792.92,11985305.18
2020-02-03,0.2464,0.2599,0.251,0.2543,67368920.65,16924083.96
2020-02-04,0.245,0.2702,0.2543,0.2658,112885180.05,29099147.27
2020-02-05,0.2658,0.282,0.2658,0.2777,107189159.22,29529472.73
2020-02-06,0.2673,0.2879,0.2777,0.2826,97135581.93,27212607.32
2020-02-07,0.2772,0.2882,0.2826,0.2789,71831533.27,20207531.42
2020-02-08,0.2636,0.2823,0.2789,0.2775,34888745.66,9623897.88
2020-02-09,0.2762,0.2895,0.2775,0.2826,31697184.66,8944140.48
2020-02-10,0.2663,0.2833,0.2826,0.273,81667393.98,22305247.3
2020-02-11,0.2671,0.2848,0.273,0.282,99138827.63,27234050.16
2020-02-12,0.2813,0.3098,0.282,0.3053,127464073.33,37604682.0
2020-02-13,0.2979,0.3409,0.3053,0.3272,167242565.45,53785812.35
2020-02-14,0.3101,0.3399,0.3272,0.336,96284032.4,31607164.48
2020-02-15,0.294,0.3468,0.336,0.3074,77475296.87,25213087.08
2020-02-16,0.2688,0.3188,0.3074,0.293,56980310.14,16911913.96
2020-02-17,0.26899999999999996,0.2954,0.293,0.2869,66631325.39,18658013.69
2020-02-18,0.2756,0.3032,0.2869,0.299,110899971.87,32344269.99
2020-02-19,0.2698,0.3091,0.299,0.2747,155679861.67,45830092.4
2020-02-20,0.2612,0.2813,0.2747,0.2712,105283203.96,28700547.8
2020-02-21,0.2684,0.2793,0.2712,0.2739,84413942.08,23186635.25
2020-02-22,0.2706,0.2786,0.2739,0.2751,39622086.22,10853905.82
2020-02-23,0.275,0.2855,0.2751,0.284,30349238.99,8557089.79
2020-02-24,0.2638,0.2849,0.284,0.2702,88817762.63,24136341.94
2020-02-25,0.2507,0.271,0.2702,0.2522,115492563.4,30033968.51
2020-02-26,0.2225,0.255,0.2522,0.2288,147476017.27,35048806.45
2020-02-27,0.2239,0.2477,0.2288,0.2383,143537719.85,34052153.12
2020-02-28,0.2278,0.2441,0.2383,0.2368,138448467.42,32636860.33
2020-02-29,0.2243,0.2427,0.2368,0.2288,66302792.91,15646667.08
2020-03-01,0.2231,0.2362,0.2288,0.2269,42371669.87,9728672.02
2020-03-02,0.2255,0.2423,0.2269,0.2395,61405984.58,14473501.06
2020-03-03,0.2296,0.2399,0.2395,0.23399999999999999,76570428.14,17970404.49
2020-03-04,0.2303,0.2382,0.23399999999999999,0.2346,89094536.59,20831087.66
2020-03-05,0.2344,0.2435,0.2346,0.2397,147455308.15,35280805.23
2020-03-06,0.23800000000000002,0.2467,0.2397,0.2451,137213399.64,33275315.56
2020-03-07,0.2353,0.2456,0.2451,0.2365,60428174.13,14659623.28
2020-03-08,0.2004,0.2365,0.2365,0.2038,79852885.64,17497730.01
2020-03-09,0.1978,0.2118,0.2038,0.2093,165503817.12,34025258.07
2020-03-10,0.2051,0.2161,0.2093,0.2114,140797127.49,29627080.35
2020-03-11,0.1993,0.2138,0.2114,0.2079,149325120.04,31005626.33
2020-03-12,0.13,0.21,0.2079,0.1406,325756811.03,54761259.85
2020-03-13,0.114,0.1722,0.1406,0.1603,281680678.58,41715049.81
2020-03-14,0.1431,0.1605,0.1603,0.1452,50696690.93,7762910.52
2020-03-15,0.1441,0.1647,0.1452,0.1527,71717077.34,10922299.48
2020-03-16,0.1275,0.1528,0.1527,0.1411,217261002.39,30348893.84
2020-03-17,0.1398,0.1529,0.1411,0.1473,178682231.88,26348900.96
2020-03-18,0.1403,0.1498,0.1473,0.14800000000000002,155482969.29,22594900.02
2020-03-19,0.1444,0.1735,0.14800000000000002,0.1651,212631999.62,33369105.78
2020-03-20,0.145,0.1759,0.1651,0.1567,129558569.43,21113458.92
2020-03-21,0.1518,0.1622,0.1567,0.1582,95318221.69,14940181.56
2020-03-22,0.1459,0.162,0.1582,0.1477,66384627.93,10289485.49
2020-03-23,0.145,0.162,0.1477,0.1589,161801095.02,24975749.4
2020-03-24,0.1576,0.1649,0.1589,0.163,186418343.66,30038408.36
2020-03-25,0.1571,0.1658,0.163,0.1622,163007730.03,26268575.61
2020-03-26,0.1598,0.1781,0.1622,0.1767,206574798.09,33959325.63
2020-03-27,0.1695,0.1887,0.1767,0.1727,187185074.42,33057998.21
2020-03-28,0.1664,0.1804,0.1727,0.17600000000000002,82888542.65,14229403.71
2020-03-29,0.1619,0.1769,0.17600000000000002,0.1626,59404063.49,10005322.07
2020-03-30,0.1623,0.17600000000000002,0.1626,0.1717,126848193.09,21878941.6
2020-03-31,0.1706,0.1785,0.1717,0.1737,139271999.29,24301978.53
2020-04-01,0.1682,0.1766,0.1737,0.1754,189134151.35,32624523.95
2020-04-02,0.1745,0.1871,0.1754,0.1784,184524792.06,32792859.28
2020-04-03,0.1759,0.1832,0.1784,0.1799,157531312.34,28270282.16
2020-04-04,0.1776,0.1843,0.1799,0.1817,83761167.78,15063366.63
2020-04-05,0.1762,0.1825,0.1817,0.1794,30459713.6,5471013.01
2020-04-06,0.1793,0.1989,0.1794,0.1984,156214648.93,29760334.22
2020-04-07,0.1898,0.2057,0.1984,0.1928,184117745.43,36608160.96
2020-04-08,0.1913,0.203,0.1928,0.2024,166654677.85,33103765.87
2020-04-09,0.1942,0.2026,0.2024,0.1983,158591185.87,31595498.06
2020-04-10,0.1816,0.1991,0.1983,0.1877,150258016.91,28548986.8
2020-04-11,0.1852,0.1926,0.1877,0.1892,67725559.01,12804260.66
2020-04-12,0.1865,0.1963,0.1892,0.1894,44808408.86,8580990.73
2020-04-13,0.1801,0.19,0.1894,0.1881,103092639.06,19118426.82
2020-04-14,0.1835,0.1904,0.1881,0.1861,137730752.19,25768768.41
2020-04-15,0.1801,0.1902,0.1861,0.1804,179574010.65,33271320.66
2020-04-16,0.1737,0.1937,0.1804,0.1907,224744050.11,41908215.97
2020-04-17,0.1865,0.1921,0.1907,0.1885,185749836.23,35111082.07
2020-04-18,0.1885,0.1974,0.1885,0.1959,68332806.8,13125458.76
2020-04-19,0.188,0.1965,0.1959,0.1891,30547310.14,5850976.9
2020-04-20,0.17800000000000002,0.1948,0.1891,0.1819,207751064.83,38850548.62
2020-04-21,0.1813,0.1873,0.1819,0.1839,145720182.11,26811121.2
2020-04-22,0.1821,0.19,0.1839,0.1882,173859573.35,32424024.54
2020-04-23,0.1856,0.1999,0.1882,0.1928,205522945.92,39443041.17
2020-04-24,0.1921,0.1972,0.1928,0.193,178352191.21,34677728.36
2020-04-25,0.1917,0.1979,0.193,0.1944,52023843.37,10090564.21
2020-04-26,0.1921,0.1987,0.1944,0.1965,55843455.39,10933407.15
2020-04-27,0.1943,0.2,0.1965,0.1977,146033225.03,28713415.52
2020-04-28,0.1947,0.2186,0.1977,0.2149,194518522.82,39959788.13
2020-04-29,0.2141,0.2318,0.2149,0.2269,174894416.36,38683536.88
2020-04-30,0.2084,0.2361,0.2269,0.2117,199345207.46,44036336.67
2020-05-01,0.2115,0.2246,0.2117,0.2178,195353312.12,42462140.89
2020-05-02,0.2155,0.2257,0.2178,0.2236,77033816.86,16976602.06
2020-05-03,0.2154,0.2267,0.2236,0.2193,55242827.36,12249065.86
2020-05-04,0.2072,0.2207,0.2193,0.2181,137680210.97,29613506.0
2020-05-05,0.213,0.2227,0.2181,0.2172,167186642.69,36378031.95
2020-05-06,0.2102,0.2228,0.2172,0.2118,181986500.92,39765563.29
2020-05-07,0.2099,0.2213,0.2118,0.2187,164121749.61,35536035.99
2020-05-08,0.2144,0.2223,0.2187,0.2187,157760169.89,34454543.87
2020-05-09,0.2156,0.225,0.2187,0.2166,92738985.25,20437270.59
2020-05-10,0.179,0.2166,0.2166,0.1977,126223086.08,24815364.39
2020-05-11,0.1844,0.2004,0.1977,0.1931,161481111.93,31252170.44
2020-05-12,0.1913,0.2003,0.1931,0.1972,153291310.62,30111723.67
2020-05-13,0.1957,0.2045,0.1972,0.2018,136764893.71,27407958.99
2020-05-14,0.1982,0.2065,0.2018,0.2041,203638888.2,41315326.08
2020-05-15,0.1944,0.2048,0.2041,0.1978,199601966.74,40021815.24
2020-05-16,0.1965,0.2021,0.1978,0.1995,61764680.86,12328769.63
2020-05-17,0.1988,0.2046,0.1995,0.2014,38556594.37,7782629.77
2020-05-18,0.2011,0.20800000000000002,0.2014,0.2054,150129286.37,30673464.98
2020-05-19,0.2007,0.2068,0.2054,0.2051,183634261.6,37417397.02
2020-05-20,0.1973,0.2062,0.2051,0.2015,171893857.83,34974614.87
2020-05-21,0.1888,0.2031,0.2015,0.19399999999999998,190605671.93,37530417.17
2020-05-22,0.1918,0.2026,0.19399999999999998,0.2002,175231892.22,34840446.61
2020-05-23,0.1979,0.2023,0.2002,0.1989,55678972.34,11166756.96
2020-05-24,0.192,0.2013,0.1989,0.1925,28356217.31,5606371.64
2020-05-25,0.175,0.1973,0.1925,0.1963,142992538.79,27739620.46
2020-05-26,0.1913,0.19699999999999998,0.1963,0.1936,173296466.98,33654611.89
2020-05-27,0.1935,0.2006,0.1936,0.1978,175088551.66,34477337.19
2020-05-28,0.1948,0.201,0.1978,0.2003,179399990.46,35397578.45
2020-05-29,0.196,0.203,0.2007,0.1973,157257462.9,31191596.62
2020-05-30,0.1958,0.2083,0.1973,0.2069,69224999.15,13844609.13
2020-05-31,0.2,0.2135,0.2069,0.2025,40707557.84,8397492.29
2020-06-01,0.2013,0.213,0.2025,0.2113,147262784.34,30267344.37
2020-06-02,0.1961,0.2145,0.2113,0.203,206933331.74,42971325.92
2020-06-03,0.2008,0.2048,0.203,0.2039,166336716.53,33773358.28
2020-06-04,0.2001,0.2072,0.2041,0.2042,173707028.67,35492866.59
2020-06-05,0.2011,0.2058,0.2042,0.2028,136580074.73,27823766.16
2020-06-06,0.2011,0.2048,0.2028,0.2036,27988214.28,5679506.39
2020-06-07,0.1984,0.205,0.2036,0.2033,28884595.96,5835545.69
2020-06-08,0.2012,0.2046,0.2033,0.2041,47709511.26,9661308.51
2020-06-09,0.171,0.2054,0.2041,0.2014,67384035.18,13564225.6
2020-06-10,0.1992,0.2041,0.2014,0.2029,52231210.93,10541748.46
2020-06-11,0.1841,0.2038,0.2029,0.1879,78278141.33,15308177.98
2020-06-12,0.1867,0.195,0.1879,0.1931,58264505.25,11211943.63
2020-06-13,0.1908,0.1938,0.1931,0.1923,25908216.02,4979732.87
2020-06-14,0.1885,0.1923,0.1923,0.19,23090367.02,4401884.38
2020-06-15,0.1818,0.1936,0.19,0.1924,76750204.35,14328351.87
2020-06-16,0.1899,0.1943,0.1924,0.1923,47909724.25,9191423.61
2020-06-17,0.1881,0.1988,0.1923,0.193,78966149.19,15239687.65
2020-06-18,0.188,0.1931,0.193,0.1896,54851684.98,10442245.87
2020-06-19,0.1863,0.1901,0.1896,0.1871,61556693.14,11580062.55
2020-06-20,0.1844,0.1888,0.1871,0.1878,31718510.85,5932782.43
2020-06-21,0.1853,0.1883,0.1878,0.1857,24000331.15,4490223.66
2020-06-22,0.1854,0.1905,0.1857,0.1894,55011229.1,10372064.51
2020-06-23,0.1882,0.1905,0.1894,0.1887,40796534.65,7709415.93
2020-06-24,0.1813,0.19,0.1887,0.1834,70834033.5,13085554.87
2020-06-25,0.1784,0.1839,0.1834,0.1813,63718275.6,11584302.61
2020-06-26,0.1781,0.1868,0.1813,0.1823,83666269.74,15256462.4
2020-06-27,0.1692,0.1834,0.1823,0.1751,62347702.54,11056316.49
2020-06-28,0.17300000000000001,0.1798,0.1751,0.177,41029745.75,7258181.01
2020-06-29,0.1748,0.1792,0.177,0.1771,65264245.21,11551806.63
2020-06-30,0.1747,0.1778,0.1771,0.1751,69135296.72,12163587.75
2020-07-01,0.1736,0.1783,0.1751,0.1766,57531003.66,10135409.94
2020-07-02,0.1721,0.1776,0.1766,0.1748,73613838.02,12917480.13
2020-07-03,0.1744,0.1786,0.1748,0.1763,56727387.19,10017558.48
2020-07-04,0.17600000000000002,0.1797,0.1763,0.1781,27173820.29,4830711.48
2020-07-05,0.1738,0.1789,0.1781,0.1772,25816550.05,4552431.03
2020-07-06,0.1765,0.1893,0.1772,0.1889,79240927.03,14602667.0
2020-07-07,0.1828,0.1897,0.1889,0.1852,65971606.37,12233735.89
2020-07-08,0.1838,0.2068,0.1852,0.2056,145819141.66,28887312.97
2020-07-09,0.1967,0.2115,0.2056,0.2026,133573905.0,27172482.8
2020-07-10,0.1923,0.2028,0.2026,0.1989,81164469.13,16014341.55
2020-07-11,0.1979,0.2046,0.1989,0.201,45688726.88,9189271.58
2020-07-12,0.1977,0.204,0.201,0.2011,33332222.95,6687110.56
2020-07-13,0.1922,0.2064,0.2011,0.1985,75654349.73,15148932.66
2020-07-14,0.1949,0.1998,0.1985,0.1989,53706310.65,10633980.03
2020-07-15,0.1961,0.1999,0.1989,0.19699999999999998,44952523.67,8897691.8
2020-07-16,0.188,0.1974,0.19699999999999998,0.1942,59538453.96,11467703.55
2020-07-17,0.1911,0.1979,0.1942,0.1945,42343465.72,8225113.2
2020-07-18,0.1937,0.2021,0.1945,0.1999,38696248.01,7662763.22
2020-07-19,0.1958,0.2021,0.1999,0.1994,31226580.49,6192409.18
2020-07-20,0.1918,0.2001,0.1994,0.1947,51103587.46,10058081.32
2020-07-21,0.19399999999999998,0.2011,0.1947,0.1995,54216933.25,10749363.57
2020-07-22,0.196,0.2048,0.1995,0.2038,54650089.25,10910094.29
2020-07-23,0.2018,0.2106,0.2038,0.2087,76521438.43,15744391.6
2020-07-24,0.20199999999999999,0.2087,0.2087,0.2041,55729692.57,11416467.2
2020-07-25,0.2039,0.2178,0.2041,0.2149,54876758.44,11567569.8
2020-07-26,0.2131,0.2251,0.2149,0.2153,84164789.46,18472774.0
2020-07-27,0.2097,0.2295,0.2153,0.2244,139293717.42,30679706.83
2020-07-28,0.2173,0.2349,0.2244,0.2307,158395665.02,35895934.4
2020-07-29,0.2295,0.2499,0.2307,0.2434,157610953.09,37886119.32
2020-07-30,0.2347,0.2499,0.2434,0.2446,108493799.54,26360901.56
2020-07-31,0.2421,0.2607,0.2446,0.2597,83330515.89,20851903.75
2020-08-01,0.2561,0.298,0.2597,0.2914,137172803.18,38016708.23
2020-08-02,0.25,0.3266,0.2914,0.2877,166662439.76,48768199.9
2020-08-03,0.2841,0.3204,0.2877,0.3104,109329702.16,33527794.68
2020-08-04,0.29100000000000004,0.3195,0.3104,0.3015,87426710.64,26602330.29
2020-08-05,0.2907,0.3084,0.3015,0.3027,75631377.39,22800816.09
2020-08-06,0.2975,0.3115,0.3027,0.3032,73540520.76,22351131.71
2020-08-07,0.278,0.3104,0.3032,0.2949,82482753.57,24548651.02
2020-08-08,0.2902,0.299,0.2949,0.2957,39922330.38,11754565.02
2020-08-09,0.2823,0.2986,0.2957,0.28800000000000003,42522705.61,12302183.23
2020-08-10,0.2828,0.3008,0.28800000000000003,0.2947,78890444.15,23245629.06
2020-08-11,0.27,0.3078,0.2947,0.2829,105566584.59,30904271.87
2020-08-12,0.272,0.2875,0.2829,0.2822,59203831.45,16655070.43
2020-08-13,0.2726,0.2958,0.2822,0.2948,76368911.61,21514005.85
2020-08-14,0.29,0.3076,0.2948,0.3003,83038291.51,24756226.48
2020-08-15,0.2916,0.3053,0.3003,0.2992,47214830.92,14161099.65
2020-08-16,0.292,0.3047,0.2992,0.3044,34902639.97,10429749.01
2020-08-17,0.2973,0.3291,0.3044,0.3154,102889619.66,32112335.82
2020-08-18,0.2976,0.3218,0.3154,0.3026,64671093.72,20004043.64
2020-08-19,0.27899999999999997,0.3062,0.3026,0.2897,78906075.86,23027565.42
2020-08-20,0.2846,0.2948,0.2897,0.2924,48791421.13,14160379.6
2020-08-21,0.2771,0.2959,0.2924,0.2788,67924116.88,19467970.29
2020-08-22,0.2734,0.2867,0.2788,0.2861,40327114.62,11266121.17
2020-08-23,0.2775,0.2881,0.2861,0.2847,23944561.0,6781895.94
2020-08-24,0.2823,0.292,0.2847,0.2887,38718804.71,11151131.35
2020-08-25,0.27,0.2897,0.2887,0.2764,53457556.22,14949137.44
2020-08-26,0.27399999999999997,0.2812,0.2764,0.2764,41282435.38,11445049.83
2020-08-27,0.2546,0.2785,0.2764,0.2646,64756204.98,17351837.5
2020-08-28,0.2601,0.2733,0.2646,0.2717,54352513.71,14592025.88
2020-08-29,0.2688,0.2771,0.2717,0.27399999999999997,22627611.24,6178778.76
2020-08-30,0.27399999999999997,0.2838,0.27399999999999997,0.2829,25091050.41,7003126.92
2020-08-31,0.2777,0.2845,0.2829,0.2813,44888313.41,12626168.76
2020-09-01,0.2759,0.299,0.2813,0.2952,69396869.82,20170956.62
2020-09-02,0.2633,0.304,0.2952,0.2761,80190742.12,22626727.36
2020-09-03,0.2389,0.2768,0.2761,0.2448,100199082.25,26140565.61
2020-09-04,0.2405,0.266,0.2448,0.2544,101020235.28,25492595.03
2020-09-05,0.2311,0.2596,0.2544,0.2373,71025547.25,17433192.24
2020-09-06,0.23,0.2434,0.2373,0.2399,48027215.26,11405241.1
2020-09-07,0.2298,0.2429,0.2399,0.2422,49321127.43,11679129.61
2020-09-08,0.231,0.2436,0.2422,0.2365,57805572.02,13686911.03
2020-09-09,0.2331,0.243,0.2365,0.239,46955328.04,11225218.66
2020-09-10,0.239,0.2489,0.239,0.2431,57422514.92,14026652.84
2020-09-11,0.2369,0.2446,0.2431,0.2425,46928955.17,11333206.41
2020-09-12,0.2402,0.2487,0.2425,0.2474,23906546.99,5828153.82
2020-09-13,0.2376,0.2533,0.2474,0.2422,32447797.13,7978068.96
2020-09-14,0.2391,0.2486,0.2422,0.2456,45621793.84,11187797.24
2020-09-15,0.2423,0.2492,0.2456,0.2433,51205580.98,12574101.6
2020-09-16,0.2343,0.2512,0.2433,0.2468,61539096.4,14982927.77
2020-09-17,0.24600000000000002,0.2585,0.2468,0.2522,59338770.98,14935910.6
2020-09-18,0.2463,0.2553,0.2522,0.2508,41451026.14,10437197.03
2020-09-19,0.2468,0.2549,0.2508,0.2511,29039601.71,7264037.15
2020-09-20,0.2424,0.2511,0.2511,0.2465,19752986.34,4883390.78
2020-09-21,0.2292,0.248,0.2465,0.231,60527047.89,14354222.35
2020-09-22,0.2293,0.2344,0.231,0.233,51645935.16,11963320.52
2020-09-23,0.2205,0.2352,0.233,0.2215,47942908.21,10998252.83
2020-09-24,0.2195,0.2341,0.2215,0.233,58357336.42,13229359.44
2020-09-25,0.2296,0.2449,0.233,0.2414,70206015.78,16600410.18
2020-09-26,0.2379,0.2458,0.2414,0.2418,25666929.98,6221224.92
2020-09-27,0.2375,0.2448,0.2418,0.2431,23138436.8,5574573.98
2020-09-28,0.239,0.2485,0.2431,0.24100000000000002,47847793.23,11708548.78
2020-09-29,0.2384,0.2467,0.24100000000000002,0.2427,42791870.15,10375472.72
2020-09-30,0.2374,0.2427,0.2427,0.2418,40637061.14,9768105.8
2020-10-01,0.2335,0.2445,0.2418,0.2381,51386353.99,12340629.27
2020-10-02,0.2286,0.2395,0.2381,0.2341,56443624.56,13158586.83
2020-10-03,0.2327,0.235,0.2341,0.2327,15779332.97,3687359.89
2020-10-04,0.2316,0.25,0.2327,0.2478,46008228.83,11124725.67
2020-10-05,0.2464,0.2542,0.2478,0.2503,57400926.75,14351848.31
2020-10-06,0.2403,0.2592,0.2503,0.2456,93458331.19,23470357.99
2020-10-07,0.2406,0.2513,0.2456,0.2488,56677184.95,13985588.51
2020-10-08,0.2421,0.253,0.2488,0.2513,50214750.86,12440448.84
2020-10-09,0.2495,0.2567,0.2513,0.2532,49139836.79,12386051.78
2020-10-10,0.253,0.26,0.2532,0.2543,33242289.11,8534382.18
2020-10-11,0.2534,0.2582,0.2543,0.2553,16635995.22,4253852.66
2020-10-12,0.249,0.2584,0.2553,0.2562,35791151.68,9133288.75
2020-10-13,0.2527,0.26,0.2562,0.2566,53451982.53,13708359.45
2020-10-14,0.24600000000000002,0.2585,0.2566,0.2492,55943137.72,14103242.27
2020-10-15,0.2431,0.2502,0.2492,0.2461,53375713.49,13179964.62
2020-10-16,0.2378,0.2479,0.2461,0.2401,51710735.63,12497727.8
2020-10-17,0.2389,0.2431,0.2401,0.2406,22356843.64,5392433.27
2020-10-18,0.2402,0.2438,0.2406,0.2424,18001668.28,4358255.41
2020-10-19,0.2395,0.2495,0.2424,0.2457,48137222.1,11824646.09
2020-10-20,0.2414,0.2503,0.2457,0.2434,49225880.4,12062700.66
2020-10-21,0.2428,0.256,0.2434,0.2512,79677062.53,19949001.06
2020-10-22,0.2512,0.264,0.2512,0.2574,77433930.17,20058518.4
2020-10-23,0.2503,0.2595,0.2574,0.255,50456113.11,12905036.48
2020-10-24,0.2528,0.2579,0.255,0.2563,22457840.14,5729970.77
2020-10-25,0.2514,0.2573,0.2563,0.2532,21039055.17,5335379.95
2020-10-26,0.2436,0.2593,0.2532,0.2483,51933165.27,13063640.19
2020-10-27,0.2477,0.2542,0.2483,0.2527,58430432.67,14673013.56
2020-10-28,0.2444,0.2568,0.2527,0.2456,64455435.51,16054025.09
2020-10-29,0.2397,0.2473,0.2456,0.2424,66330254.15,16198195.93
2020-10-30,0.231,0.2475,0.2424,0.2393,87250595.82,20760974.31
2020-10-31,0.2377,0.2438,0.2393,0.2398,35916811.63,8630942.15
2020-11-01,0.2368,0.2415,0.2398,0.24,18583116.42,4449790.94
2020-11-02,0.2331,0.245,0.24,0.2354,54429497.47,12916756.26
2020-11-03,0.228,0.244,0.2354,0.2398,78086440.19,18451132.61
2020-11-04,0.2323,0.2407,0.2398,0.2378,63314738.0,14990322.93
2020-11-05,0.2277,0.2475,0.2378,0.2457,94714729.49,22822899.07
2020-11-06,0.2454,0.2617,0.2457,0.2589,95068199.16,24223589.78
2020-11-07,0.2447,0.2677,0.2589,0.2492,66165970.28,17033947.12
2020-11-08,0.2477,0.2571,0.2492,0.2538,32216316.29,8158692.63
2020-11-09,0.2457,0.2562,0.2538,0.2505,68029918.64,17047463.7
2020-11-10,0.2483,0.2647,0.2505,0.2542,81635348.64,20941259.99
2020-11-11,0.2526,0.2602,0.2542,0.256,63246186.37,16252266.22
2020-11-12,0.2525,0.2584,0.256,0.2551,65428546.27,16698900.65
2020-11-13,0.2539,0.266,0.2551,0.266,72178671.86,18763922.06
2020-11-14,0.2614,0.2775,0.266,0.2684,89982721.99,24182477.32
2020-11-15,0.2643,0.27699999999999997,0.2684,0.2697,52642956.09,14292147.26
2020-11-16,0.2676,0.29,0.2697,0.28800000000000003,82567515.19,23107271.59
2020-11-17,0.2878,0.3053,0.28800000000000003,0.3026,119030252.12,35535528.53
2020-11-18,0.2817,0.3085,0.3026,0.2937,138502426.7,40662719.42
2020-11-19,0.2841,0.307,0.2937,0.3044,115573592.2,34206679.84
2020-11-20,0.297,0.3312,0.3044,0.3304,133348251.56,41601905.45
2020-11-21,0.33,0.4695,0.3304,0.4633,233434292.95,91352755.74
2020-11-22,0.4,0.4967,0.4633,0.4463,232589495.54,104499954.86
2020-11-23,0.43,0.62,0.4463,0.6164,277494430.57,144380230.77
2020-11-24,0.563,0.79,0.6164,0.6942,387447273.55,260360881.75
2020-11-25,0.574,0.723,0.6942,0.631,243804218.25,161487410.51
2020-11-26,0.456,0.6522,0.631,0.5373,372322484.9,196645084.23
2020-11-27,0.5032,0.5926,0.5373,0.5627,181348958.48,98289043.67
2020-11-28,0.5373,0.6493,0.5627,0.6263,153816075.05,91814362.16
2020-11-29,0.5832,0.6379,0.6263,0.6057,108270908.17,66259654.29
2020-11-30,0.5966,0.68,0.6057,0.6647,164149843.77,104707202.24
2020-12-01,0.5691,0.6813,0.6647,0.6111,158833850.45,101023345.86
2020-12-02,0.5941,0.6373,0.6111,0.6308,98163996.94,60474494.47
2020-12-03,0.6154,0.6422,0.6308,0.6311,68221435.7,42755622.76
2020-12-04,0.5424,0.6345,0.6311,0.5535,141566428.34,83617518.35
2020-12-05,0.5483,0.5971,0.5535,0.5853,63646676.88,37013767.73
2020-12-06,0.5789,0.629,0.5853,0.6215,111426400.96,67454192.05
2020-12-07,0.5907,0.6237,0.6215,0.6083,105183622.23,63963072.39
2020-12-08,0.5493,0.6108,0.6083,0.5585,133157467.28,77970367.85
2020-12-09,0.5031,0.6053,0.5585,0.5832,192897200.78,105150341.49
2020-12-10,0.5523,0.5886,0.5832,0.5722,115458600.25,65991017.16
2020-12-11,0.525,0.5883,0.5722,0.5379999999999999,155394843.12,86370504.95
2020-12-12,0.485,0.551,0.5379999999999999,0.5057,142647862.92,73585006.2
2020-12-13,0.486,0.5281,0.5057,0.5129,66440747.95,33971225.63
2020-12-14,0.4883,0.5186,0.5129,0.4971,52586624.3,26263129.57
2020-12-15,0.462,0.5072,0.4971,0.4687,80599798.54,38669966.65
2020-12-16,0.43700000000000006,0.575,0.4687,0.5710000000000001,180213171.43,89031793.54
2020-12-17,0.5358,0.6599,0.5710000000000001,0.5788,260456711.23,154585983.17
2020-12-18,0.5511,0.614,0.5788,0.5838,92185100.34,53570417.52
2020-12-19,0.5665,0.6048,0.5838,0.5775,66883701.92,38980127.83
2020-12-20,0.5285,0.5870000000000001,0.5775,0.5562,73303405.71,41869380.33
2020-12-21,0.498,0.5698,0.5562,0.5147,94770799.96,50431263.94
2020-12-22,0.4,0.5221,0.5147,0.4459,238708285.75,110037566.87
